Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,Tasa_aprobacion_1sem,Target_encoded,Application order_outlier,Age at enrollment_outlier,Curricular units 1st sem (credited)_outlier,Curricular units 1st sem (enrolled)_outlier,Curricular units 1st sem (evaluations)_outlier,Curricular units 1st sem (approved)_outlier,Curricular units 1st sem (grade)_outlier,Curricular units 1st sem (without evaluations)_outlier,Curricular units 2nd sem (credited)_outlier,Curricular units 2nd sem (enrolled)_outlier,Curricular units 2nd sem (evaluations)_outlier,Curricular units 2nd sem (approved)_outlier,Curricular units 2nd sem (grade)_outlier,Curricular units 2nd sem (without evaluations)_outlier,Application order_zscore,Age at enrollment_zscore,Curricular units 1st sem (credited)_zscore,Curricular units 1st sem (enrolled)_zscore,Curricular units 1st sem (evaluations)_zscore,Curricular units 1st sem (approved)_zscore,Curricular units 1st sem (grade)_zscore,Curricular units 1st sem (without evaluations)_zscore,Curricular units 2nd sem (credited)_zscore,Curricular units 2nd sem (enrolled)_zscore,Curricular units 2nd sem (evaluations)_zscore,Curricular units 2nd sem (approved)_zscore,Curricular units 2nd sem (grade)_zscore,Curricular units 2nd sem (without evaluations)_zscore,Unemployment rate_zscore,Inflation rate_zscore,GDP_zscore,Tasa_aprobacion_1sem_zscore
1,8,1,2,1,1,1,1,1,5,11,0,0,0,0,1,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Dropout,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,-0.5540051270274544,-0.5621044160605055,-0.3007790584692037,-2.528273848501518,-1.9858437399109086,-1.5210854473866622,-2.1968540624918433,-0.19925050839486966,-0.28241038748618436,-2.83801576742559,-2.042399021378109,-1.471360559318579,-1.9632666971729593,-0.19941844907550824,-0.28760594673799583,0.12437241424395824,0.7656742839038984,-1.9107216702031449
1,13,1,7,1,1,1,13,27,10,10,0,0,0,0,1,0,27,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,15.5,2.8,-4.06,Dropout,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5540051270274544,0.49221746073282785,-0.3007790584692037,-0.5122896543897852,-1.9858437399109086,-1.5210854473866622,-2.1968540624918433,-0.19925050839486966,-0.28241038748618436,-0.5610976732159475,-2.042399021378109,-1.471360559318579,-1.9632666971729593,-0.19941844907550824,1.476757341553089,1.1368763375633317,-1.7894644634767152,-1.9107216702031449
1,1,4,7,1,1,1,3,1,15,31,0,0,0,1,1,0,18,0,0,5,9,1,13.0,0,0,5,5,0,0.0,0,8.9,1.4,3.51,Dropout,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.7294594835030963,-0.6938946506596722,-0.3007790584692037,-0.5122896543897852,0.1677271261736002,-1.197904099810128,0.4870649009722296,-0.19925050839486966,-0.28241038748618436,-0.5610976732159475,-0.7759192514497684,-1.471360559318579,-1.9632666971729593,-0.19941844907550824,-1.0008591909407751,0.12437241424395824,1.5454321430183269,-1.3631467038978706
1,1,4,12,1,1,1,22,28,10,10,1,0,0,1,1,1,18,0,0,8,8,7,13.331428571428573,0,0,8,8,7,13.331428571428573,0,10.8,1.4,1.74,Graduate,0.875,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7294594835030963,-0.6938946506596722,-0.3007790584692037,0.6973008620772545,-0.07155852561356744,0.7411839856490767,0.5554900877330722,-0.19925050839486966,-0.28241038748618436,0.8050531833098381,-0.016031389492763892,0.850545973548204,0.5951520139880723,-0.19941844907550824,-0.28760594673799583,0.12437241424395824,0.7656742839038984,0.48491880738242965
1,12,1,5,1,1,1,23,28,6,6,0,0,0,1,1,0,28,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,Dropout,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5540051270274544,0.6240076953319945,-0.3007790584692037,-0.10909281556743866,-1.9858437399109086,-1.5210854473866622,-2.1968540624918433,-0.19925050839486966,-0.28241038748618436,-0.10571405437401896,-2.042399021378109,-1.471360559318579,-1.9632666971729593,-0.19941844907550824,0.3130283641696075,-0.5265229650327818,0.7877013420709726,-1.9107216702031449
1,15,1,2,1,14,1,13,1,10,10,1,0,0,1,1,0,21,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,Graduate,0.0,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,-0.5540051270274544,-0.2985239468621722,-0.3007790584692037,-2.528273848501518,-1.9858437399109086,-1.5210854473866622,-2.1968540624918433,-0.19925050839486966,-0.28241038748618436,-2.83801576742559,-2.042399021378109,-1.471360559318579,-1.9632666971729593,-0.19941844907550824,0.3130283641696075,-0.5265229650327818,0.7877013420709726,-1.9107216702031449
1,1,1,12,1,1,1,13,27,5,10,0,0,0,1,1,0,19,0,0,7,7,6,13.7,0,0,7,7,6,13.7,0,7.6,2.6,0.32,Graduate,0.8571428571428571,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5540051270274544,-0.5621044160605055,-0.3007790584692037,0.2941040232549079,-0.31084417740073506,0.41800263807254256,0.6315836143895257,-0.19925050839486966,-0.28241038748618436,0.3496695644679096,-0.26932734347843207,0.5188450402815208,0.6658841215190991,-0.19941844907550824,-1.4888745685532032,0.9922329199462785,0.14010583195898943,0.43602818539088717
1,12,1,14,1,7,1,6,16,4,4,0,0,1,0,1,0,26,0,0,5,5,0,0.0,0,0,5,5,0,0.0,5,9.4,-0.8,-3.12,Dropout,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5540051270274544,0.3604272261336612,-0.3007790584692037,-0.5122896543897852,-0.7894154809750703,-1.5210854473866622,-2.1968540624918433,-0.19925050839486966,-0.28241038748618436,-0.5610976732159475,-0.7759192514497684,-1.471360559318579,-1.9632666971729593,6.433868909646661,-0.813160968782149,-1.4667051795436286,-1.3753557699357195,-1.9107216702031449
1,16,1,7,1,1,1,1,14,4,6,1,0,0,1,1,0,20,0,4,9,12,9,13.454545454545457,0,2,7,9,6,13.875,0,11.1,0.6,2.02,Dropout,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5540051270274544,-0.4303141814613389,1.3937724278953392,1.100497700899601,0.8855840815351032,1.387546680802145,0.5809082213730717,-0.19925050839486966,0.7600456444194307,0.3496695644679096,0.23726456449290428,0.5188450402815208,0.6994681648235599,-0.19941844907550824,-0.17498701344282058,-0.45420125622425517,0.8890258096395143,0.827153161323226
1,1,6,12,1,1,1,23,28,10,10,1,0,0,1,1,0,19,0,0,8,8,7,12.2,0,0,8,8,7,12.2,0,12.7,3.7,-1.7,Graduate,0.875,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2517692238567966,-0.5621044160605055,-0.3007790584692037,0.6973008620772545,-0.07155852561356744,0.7411839856490767,0.3219006570667481,-0.19925050839486966,-0.28241038748618436,0.8050531833098381,-0.016031389492763892,0.850545973548204,0.3780208931951511,-0.19941844907550824,0.42564729746478275,1.787771716840072,-0.7497873179908104,0.48491880738242965
1,1,1,9,1,1,1,13,14,8,4,1,0,0,1,1,0,21,0,0,5,8,3,10.0,0,0,5,10,4,11.0,0,12.7,3.7,-1.7,Dropout,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5540051270274544,-0.2985239468621722,-0.3007790584692037,-0.5122896543897852,-0.07155852561356744,-0.5515414046570598,-0.13230101367332567,-0.19925050839486966,-0.28241038748618436,-0.5610976732159475,0.49056051847857246,-0.14455682625184585,0.14773031053599278,-0.19941844907550824,0.42564729746478275,1.787771716840072,-0.7497873179908104,-0.2679967712873224
1,17,1,14,1,16,1,1,14,10,10,0,0,0,1,1,1,23,0,0,6,7,5,13.0,0,0,6,7,6,12.857142857142858,0,8.9,1.4,3.51,Graduate,0.8333333333333334,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5540051270274544,-0.03494347766383884,-0.3007790584692037,-0.10909281556743866,-0.31084417740073506,0.09482129049600846,0.4870649009722296,-0.19925050839486966,-0.28241038748618436,-0.10571405437401896,-0.26932734347843207,0.5188450402815208,0.5041324027465952,-0.19941844907550824,-1.0008591909407751,0.12437241424395824,1.5454321430183269,0.3708406894021643
1,12,1,3,0,13,1,23,27,5,9,0,0,0,1,1,0,29,0,0,6,11,6,12.0,0,0,6,6,6,14.0,0,11.1,0.6,2.02,Graduate,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5540051270274544,0.7557979299311612,-0.3007790584692037,-0.10909281556743866,0.6462984297479355,0.41800263807254256,0.28060959609037783,-0.19925050839486966,-0.28241038748618436,-0.10571405437401896,-0.5226232974641002,0.5188450402815208,0.7234567671838888,-0.19941844907550824,-0.17498701344282058,-0.45420125622425517,0.8890258096395143,0.827153161323226
1,1,1,12,1,1,1,1,1,10,10,0,0,0,1,1,0,20,0,0,8,8,7,15.028571428571428,0,0,8,8,7,15.028571428571428,0,12.7,3.7,-1.7,Graduate,0.875,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5540051270274544,-0.4303141814613389,-0.3007790584692037,0.6973008620772545,-0.07155852561356744,0.7411839856490767,0.9058742337325575,-0.19925050839486966,-0.28241038748618436,0.8050531833098381,-0.016031389492763892,0.850545973548204,0.9208486951774532,-0.19941844907550824,0.42564729746478275,1.787771716840072,-0.7497873179908104,0.48491880738242965
1,1,1,10,1,1,1,1,14,6,10,0,0,0,1,1,0,18,0,0,6,8,6,12.0,0,0,6,7,6,11.714285714285714,0,15.5,2.8,-4.06,Graduate,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5540051270274544,-0.6938946506596722,-0.3007790584692037,-0.10909281556743866,-0.07155852561356744,0.41800263807254256,0.28060959609037783,-0.19925050839486966,-0.28241038748618436,-0.10571405437401896,-0.26932734347843207,0.5188450402815208,0.28480803830930124,-0.19941844907550824,1.476757341553089,1.1368763375633317,-1.7894644634767152,0.827153161323226
1,1,1,15,1,1,1,1,28,4,6,1,0,0,1,1,0,19,0,0,6,8,5,12.0,0,0,6,8,5,12.4,0,9.4,-0.8,-3.12,Graduate,0.8333333333333334,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5540051270274544,-0.5621044160605055,-0.3007790584692037,-0.10909281556743866,-0.07155852561356744,0.09482129049600846,0.28060959609037783,-0.19925050839486966,-0.28241038748618436,-0.10571405437401896,-0.016031389492763892,0.18714410701483747,0.41640265697167766,-0.19941844907550824,-0.813160968782149,-1.4667051795436286,-1.3753557699357195,0.3708406894021643
1,4,1,13,1,3,1,1,27,5,9,0,0,0,0,1,0,23,0,3,7,7,3,13.666666666666666,0,3,8,8,3,11.333333333333334,4,10.8,1.4,1.74,Dropout,0.42857142857142855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5540051270274544,-0.03494347766383884,0.9701345563042034,0.2941040232549079,-0.31084417740073506,-0.5515414046570598,0.624701770893464,-0.19925050839486966,1.281273660372238,0.8050531833098381,-0.016031389492763892,-0.47625775951852917,0.2116999168302036,5.107211437902227,-0.28760594673799583,0.12437241424395824,0.7656742839038984,-0.7373467424061289
1,1,1,2,1,1,1,23,1,6,2,0,0,0,1,1,0,21,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Dropout,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,-0.5540051270274544,-0.2985239468621722,-0.3007790584692037,-2.528273848501518,-1.9858437399109086,-1.5210854473866622,-2.1968540624918433,-0.19925050839486966,-0.28241038748618436,-2.83801576742559,-2.042399021378109,-1.471360559318579,-1.9632666971729593,-0.19941844907550824,0.8761230306454858,-1.1050966355009952,0.34716017872948746,-1.9107216702031449
1,8,1,9,1,1,1,1,1,10,4,1,0,0,1,1,0,18,0,0,5,6,5,12.0,0,0,5,7,4,12.5,0,15.5,2.8,-4.06,Enrolled,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5540051270274544,-0.6938946506596722,-0.3007790584692037,-0.5122896543897852,-0.5501298291879028,0.09482129049600846,0.28060959609037783,-0.19925050839486966,-0.28241038748618436,-0.5610976732159475,-0.26932734347843207,-0.14455682625184585,0.43559353885994084,-0.19941844907550824,1.476757341553089,1.1368763375633317,-1.7894644634767152,0.827153161323226
1,1,1,2,1,1,1,22,14,8,8,1,0,0,1,1,1,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Graduate,0.0,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,-0.5540051270274544,-0.6938946506596722,-0.3007790584692037,-2.528273848501518,-1.9858437399109086,-1.5210854473866622,-2.1968540624918433,-0.19925050839486966,-0.28241038748618436,-2.83801576742559,-2.042399021378109,-1.471360559318579,-1.9632666971729593,-0.19941844907550824,-0.28760594673799583,0.12437241424395824,0.7656742839038984,-1.9107216702031449
1,1,5,5,1,1,1,13,27,6,6,1,0,1,0,1,0,21,0,0,6,6,1,14.0,0,0,6,7,0,0.0,7,9.4,-0.8,-3.12,Dropout,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.4906143536799465,-0.2985239468621722,-0.3007790584692037,-0.10909281556743866,-0.5501298291879028,-1.197904099810128,0.6935202058540814,-0.19925050839486966,-0.28241038748618436,-0.10571405437401896,-0.26932734347843207,-1.471360559318579,-1.9632666971729593,9.087183853135528,-0.813160968782149,-1.4667051795436286,-1.3753557699357195,-1.4544091982820833
1,16,1,10,1,1,1,1,1,6,10,0,0,0,1,1,0,22,0,0,6,6,0,0.0,0,0,6,7,0,0.0,0,11.1,0.6,2.02,Dropout,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5540051270274544,-0.1667337122630055,-0.3007790584692037,-0.10909281556743866,-0.5501298291879028,-1.5210854473866622,-2.1968540624918433,-0.19925050839486966,-0.28241038748618436,-0.10571405437401896,-0.26932734347843207,-1.471360559318579,-1.9632666971729593,-0.19941844907550824,-0.17498701344282058,-0.45420125622425517,0.8890258096395143,-1.9107216702031449
1,9,1,13,1,1,1,3,14,3,9,1,0,0,1,1,0,21,0,0,7,8,7,12.375,0,0,7,11,5,12.583333333333334,0,8.9,1.4,3.51,Graduate,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5540051270274544,-0.2985239468621722,-0.3007790584692037,0.2941040232549079,-0.07155852561356744,0.7411839856490767,0.35803033542107227,-0.19925050839486966,-0.28241038748618436,0.3496695644679096,0.7438564724642406,0.18714410701483747,0.4515859404334936,-0.19941844907550824,-1.0008591909407751,0.12437241424395824,1.5454321430183269,0.827153161323226
1,12,1,12,1,1,1,23,14,10,10,1,0,0,0,1,0,32,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,16.2,0.3,-0.92,Dropout,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5540051270274544,1.1511686337286613,-0.3007790584692037,0.2941040232549079,-1.9858437399109086,-1.5210854473866622,-2.1968540624918433,-0.19925050839486966,-0.28241038748618436,0.8050531833098381,-2.042399021378109,-1.471360559318579,-1.9632666971729593,-0.19941844907550824,1.7395348525751653,-0.6711663826498351,-0.40616521058445215,-1.9107216702031449
1,4,1,4,1,3,1,1,14,5,2,1,0,0,1,1,0,27,0,14,18,21,18,11.421052631578949,0,10,13,16,13,11.076923076923077,1,15.5,2.8,-4.06,Graduate,1.0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.5540051270274544,0.49221746073282785,5.630151143806696,4.72926925030072,3.039154947619612,4.296178808990952,0.16108284063246395,-0.19925050839486966,4.92986977204189,3.081971277519481,2.0103362423925817,2.8407515731483044,0.16249252737311828,1.1272390226689255,1.476757341553089,1.1368763375633317,-1.7894644634767152,0.827153161323226
1,1,1,12,1,1,1,13,28,10,9,1,0,0,1,1,0,18,0,0,7,7,6,13.35,0,0,7,7,6,13.35,0,7.6,2.6,0.32,Graduate,0.8571428571428571,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5540051270274544,-0.6938946506596722,-0.3007790584692037,0.2941040232549079,-0.31084417740073506,0.41800263807254256,0.5593242576808777,-0.19925050839486966,-0.28241038748618436,0.3496695644679096,-0.26932734347843207,0.5188450402815208,0.598716034910178,-0.19941844907550824,-1.4888745685532032,0.9922329199462785,0.14010583195898943,0.43602818539088717
1,12,1,5,1,1,1,1,1,6,4,1,0,0,1,1,1,24,0,0,6,6,6,15.0,0,0,6,6,2,16.0,0,15.5,2.8,-4.06,Graduate,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5540051270274544,0.09684675693532784,-0.3007790584692037,-0.10909281556743866,-0.5501298291879028,0.41800263807254256,0.8999755107359332,-0.19925050839486966,-0.28241038748618436,-0.10571405437401896,-0.5226232974641002,-0.8079586927852125,1.107274404949153,-0.19941844907550824,1.476757341553089,1.1368763375633317,-1.7894644634767152,0.827153161323226
1,1,1,8,1,1,1,13,27,2,10,1,0,0,1,1,0,22,0,0,5,9,2,10.5,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5540051270274544,-0.1667337122630055,-0.3007790584692037,-0.5122896543897852,0.1677271261736002,-0.8747227522335939,-0.02907336123239978,-0.19925050839486966,-0.28241038748618436,-0.5610976732159475,-0.7759192514497684,-1.471360559318579,-1.9632666971729593,-0.19941844907550824,0.42564729746478275,1.787771716840072,-0.7497873179908104,-0.8155717375925965
1,14,1,8,1,1,1,2,3,4,3,1,0,0,0,1,0,22,0,0,6,0,0,0.0,0,0,4,6,0,0.0,2,10.8,1.4,1.74,Dropout,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5540051270274544,-0.1667337122630055,-0.3007790584692037,-0.10909281556743866,-1.9858437399109086,-1.5210854473866622,-2.1968540624918433,-0.19925050839486966,-0.28241038748618436,-1.016481292057876,-0.5226232974641002,-1.471360559318579,-1.9632666971729593,2.4538964944133594,-0.28760594673799583,0.12437241424395824,0.7656742839038984,-1.9107216702031449
1,1,3,9,1,1,1,22,27,10,6,1,0,0,1,1,0,19,0,0,5,8,5,13.25,0,0,5,6,5,11.833333333333334,0,13.9,-0.3,0.79,Graduate,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9683046133262462,-0.5621044160605055,-0.3007790584692037,-0.5122896543897852,-0.07155852561356744,0.09482129049600846,0.5386787271926926,-0.19925050839486966,-0.28241038748618436,-0.5610976732159475,-0.5226232974641002,0.18714410701483747,0.30765432627151956,-0.19941844907550824,0.8761230306454858,-1.1050966355009952,0.34716017872948746,0.827153161323226
1,8,6,7,1,1,1,22,11,5,12,1,0,0,1,1,0,19,0,0,5,10,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.2517692238567966,-0.5621044160605055,-0.3007790584692037,-0.5122896543897852,0.40701277796076785,-1.5210854473866622,-2.1968540624918433,-0.19925050839486966,-0.28241038748618436,-0.5610976732159475,-0.7759192514497684,-1.471360559318579,-1.9632666971729593,-0.19941844907550824,-1.4888745685532032,0.9922329199462785,0.14010583195898943,-1.9107216702031449
1,1,2,6,1,1,1,1,14,4,4,1,0,0,1,1,0,21,0,0,5,7,4,11.5,0,0,5,15,3,10.6,4,10.8,1.4,1.74,Enrolled,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20714974314939588,-0.2985239468621722,-0.3007790584692037,-0.5122896543897852,-0.31084417740073506,-0.22836005708052565,0.17738194364945198,-0.19925050839486966,-0.28241038748618436,-0.5610976732159475,1.7570402884069134,-0.47625775951852917,0.07096678298293992,5.107211437902227,-0.28760594673799583,0.12437241424395824,0.7656742839038984,0.27957819501795195
1,1,2,12,1,1,1,1,1,3,8,1,0,0,1,0,1,18,0,0,8,8,8,13.88125,0,0,8,8,8,13.88125,0,9.4,-0.8,-3.12,Graduate,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20714974314939588,-0.6938946506596722,-0.3007790584692037,0.6973008620772545,-0.07155852561356744,1.0643653332256109,0.6690036383993614,-0.19925050839486966,-0.28241038748618436,0.8050531833098381,-0.016031389492763892,1.1822469068148873,0.7006675949415763,-0.19941844907550824,-0.813160968782149,-1.4667051795436286,-1.3753557699357195,0.827153161323226
1,1,2,11,1,1,1,3,14,4,11,1,0,0,1,0,0,18,0,0,6,8,6,11.333333333333334,0,0,6,8,5,12.6,0,9.4,-0.8,-3.12,Graduate,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20714974314939588,-0.6938946506596722,-0.3007790584692037,-0.10909281556743866,-0.07155852561356744,0.41800263807254256,0.14297272616914347,-0.19925050839486966,-0.28241038748618436,-0.10571405437401896,-0.016031389492763892,0.18714410701483747,0.45478442074820397,-0.19941844907550824,-0.813160968782149,-1.4667051795436286,-1.3753557699357195,0.827153161323226
1,1,1,2,1,1,1,13,14,10,10,1,0,1,1,0,0,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,Dropout,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,-0.5540051270274544,-0.4303141814613389,-0.3007790584692037,-2.528273848501518,-1.9858437399109086,-1.5210854473866622,-2.1968540624918433,-0.19925050839486966,-0.28241038748618436,-2.83801576742559,-2.042399021378109,-1.471360559318579,-1.9632666971729593,-0.19941844907550824,1.7395348525751653,-0.6711663826498351,-0.40616521058445215,-1.9107216702031449
1,8,1,10,1,1,1,1,14,5,10,1,0,0,1,0,0,19,0,0,6,7,6,12.857142857142858,0,0,6,7,6,13.666666666666666,0,13.9,-0.3,0.79,Graduate,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5540051270274544,-0.5621044160605055,-0.3007790584692037,-0.10909281556743866,-0.31084417740073506,0.41800263807254256,0.45757128598910807,-0.19925050839486966,-0.28241038748618436,-0.10571405437401896,-0.26932734347843207,0.5188450402815208,0.6594871608896781,-0.19941844907550824,0.8761230306454858,-1.1050966355009952,0.34716017872948746,0.827153161323226
1,8,5,15,1,1,1,23,28,29,39,1,0,1,1,0,0,19,0,0,6,6,5,11.6,0,0,6,6,6,12.5,0,8.9,1.4,3.51,Graduate,0.8333333333333334,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4906143536799465,-0.5621044160605055,-0.3007790584692037,-0.10909281556743866,-0.5501298291879028,0.09482129049600846,0.19802747413763708,-0.19925050839486966,-0.28241038748618436,-0.10571405437401896,-0.5226232974641002,0.5188450402815208,0.43559353885994084,-0.19941844907550824,-1.0008591909407751,0.12437241424395824,1.5454321430183269,0.3708406894021643
1,8,1,11,1,1,1,10,1,10,4,1,0,0,1,0,1,18,0,0,6,9,5,11.4,0,0,6,6,6,11.333333333333334,0,12.4,0.5,1.79,Graduate,0.8333333333333334,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5540051270274544,-0.6938946506596722,-0.3007790584692037,-0.10909281556743866,0.1677271261736002,0.09482129049600846,0.15673641316126688,-0.19925050839486966,-0.28241038748618436,-0.10571405437401896,-0.5226232974641002,0.5188450402815208,0.2116999168302036,-0.19941844907550824,0.3130283641696075,-0.5265229650327818,0.7877013420709726,0.3708406894021643
1,1,1,8,1,1,1,1,1,4,10,1,0,0,1,0,0,20,0,0,6,11,6,13.333333333333334,0,0,6,10,6,13.0,0,16.2,0.3,-0.92,Enrolled,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5540051270274544,-0.4303141814613389,-0.3007790584692037,-0.10909281556743866,0.6462984297479355,0.41800263807254256,0.555883335932847,-0.19925050839486966,-0.28241038748618436,-0.10571405437401896,0.49056051847857246,0.5188450402815208,0.5315479483012568,-0.19941844907550824,1.7395348525751653,-0.6711663826498351,-0.40616521058445215,0.827153161323226
1,15,1,5,1,14,1,10,27,4,10,0,0,1,1,0,1,22,0,2,7,7,7,13.571428571428571,0,5,9,9,9,13.77777777777778,0,12.4,0.5,1.79,Graduate,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5540051270274544,-0.1667337122630055,0.5464966847130677,0.2941040232549079,-0.31084417740073506,0.7411839856490767,0.6050393609047163,-0.19925050839486966,2.323729692277853,1.2604368021517667,0.23726456449290428,1.5139478400815707,0.6808103629877489,-0.19941844907550824,0.3130283641696075,-0.5265229650327818,0.7877013420709726,0.827153161323226
2,12,1,13,1,12,1,22,28,10,10,0,0,0,1,0,0,31,0,0,7,13,6,11.833333333333334,0,0,7,8,7,12.228571428571428,0,12.4,0.5,1.79,Graduate,0.8571428571428571,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5540051270274544,1.0193783991294945,-0.3007790584692037,0.2941040232549079,1.1248697333222708,0.41800263807254256,0.24620037861006935,-0.19925050839486966,-0.28241038748618436,0.3496695644679096,-0.016031389492763892,0.850545973548204,0.3835040023060834,-0.19941844907550824,0.3130283641696075,-0.5265229650327818,0.7877013420709726,0.43602818539088717
1,8,1,16,1,1,1,13,14,10,9,0,0,0,1,0,1,19,0,0,7,7,7,14.428571428571429,0,0,7,7,7,14.142857142857142,0,16.2,0.3,-0.92,Graduate,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5540051270274544,-0.5621044160605055,-0.3007790584692037,0.2941040232549079,-0.31084417740073506,0.7411839856490767,0.7820010508034465,-0.19925050839486966,-0.28241038748618436,0.3496695644679096,-0.26932734347843207,0.850545973548204,0.7508723127385505,-0.19941844907550824,1.7395348525751653,-0.6711663826498351,-0.40616521058445215,0.827153161323226
1,1,2,2,1,1,1,1,3,4,4,1,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,Enrolled,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.20714974314939588,-0.6938946506596722,-0.3007790584692037,-2.528273848501518,-1.9858437399109086,-1.5210854473866622,-2.1968540624918433,-0.19925050839486966,-0.28241038748618436,-2.83801576742559,-2.042399021378109,-1.471360559318579,-1.9632666971729593,-0.19941844907550824,0.3130283641696075,-0.5265229650327818,0.7877013420709726,-1.9107216702031449
1,1,2,11,1,1,1,23,28,10,8,1,0,0,1,0,1,18,0,0,6,8,6,12.285714285714286,0,0,6,9,5,12.4,0,8.9,1.4,3.51,Graduate,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20714974314939588,-0.6938946506596722,-0.3007790584692037,-0.10909281556743866,-0.07155852561356744,0.41800263807254256,0.3395968260566214,-0.19925050839486966,-0.28241038748618436,-0.10571405437401896,0.23726456449290428,0.18714410701483747,0.41640265697167766,-0.19941844907550824,-1.0008591909407751,0.12437241424395824,1.5454321430183269,0.827153161323226
